titre,date,extrait
Attijariwafa bank inaugure le nouveau siège de sa Direction Régionale Fès-Meknès,2022-05-21,"Le groupe Attijariwafa banking vient d’inaugurer le nouveau siège de la Direction Régionale Fès-Meknès, en présence de Mohamed EL KETTANI, Président Directeur Général du groupe Attijariwafa banking, Saïd ZNIBER, Wali de la Région Fès-Meknès, Abdelouahed El ANSARI, Président du Conseil de la Région de Fès-Meknès et Abdeslam BEKKALI Maire de la ville de Fès."
1ère édition de “Safi Investor Day”: la cité portuaire en émergence,2022-05-21,"Safi_ Dans le cadre de sa mission de promotion de la Région Marrakech – Safi, le Centre Régional d’Investissement Marrakech – Safi, en partenariat avec la province de Safi, organise le 25 Mai prochain la première édition de « Safi Investor Day », sous l’égide de la Wilaya de Marrakech – Safi.   "
Marché obligataire: la tendance haussière des taux se poursuit,2022-05-21,"Les taux sur le marché obligataire ont poursuivi leur hausse durant la période allant du 13 au 19 mai courant, selon Attijari Global Research (AGR)."
Le DG de l’ONEE explore de nouvelles possibilités de financement avec la Suisse,2022-05-21,"Abderrahim EL HAFIDI, Directeur Général de l’Office National de l’Electricité et de l’Eau Potable (ONEE), a reçu le jeudi 19 mai 2022 à Rabat, M. Dominique Aubert, Vice-Président Senior de l’Assurance Suisse contre les Risques à l’Exportation (SERV), accompagné de M. Youness El Hachimi, Conseiller Commercial et Scientifique à l’Ambassade de Suisse au Maroc. "
Bourse de Casablanca: une nouvelle semaine dans le rouge,2022-05-21,"La Bourse de Casablanca s’est inscrite sur une trajectoire baissière sur la période allant du 16 au 20 mai courant, alignant ainsi une quatrième semaine de baisse consécutive."
Marrakech-Safi: le CRI organise la 1ère édition de « Safi Investor Day »,2022-05-20,"Dans le cadre de sa mission de promotion de la région Marrakech-Safi, le Centre Régional d’Investissement Marrakech-Safi (CRI-MS) organise, mercredi prochain, la première édition de « Safi Investor Day », sous l’égide de la wilaya de Marrakech-Safi."
212 Founders réalise la première cession de start-up au Maroc,2022-05-20,"Après deux ans d’accompagnement stratégique et un investissement Seed à hauteur de 3 millions de dirhams en fonds propres, le programme 212 Founders donne de nouvelles perspectives de développement à KIFAL Auto."
La Bourse de Casablanca termine la semaine dans le rouge,2022-05-20,"La Bourse de Casablanca a clôturé en grise mine, ce vendredi, son indice principal, le Masi, cédant 0,42%, à 12.626,59 points (pts)."
Marché monétaire: creusement du déficit de liquidité bancaire,2022-05-20,"Le déficit de liquidité bancaire s’est creusé de 3,95% pour s’établir à -85,6 milliards de dirhams (MMDH) durant la période allant du 12 au 19 mai courant, selon BMCE Capital Global Research (BKGR)."
Ouverture: la Bourse de Casablanca frôle l’équilibre ce vendredi,2022-05-20,"La Bourse de Casablanca frôlait l’équilibre vendredi à l’ouverture, son principal indice, le Masi, prenant 0,02%, à 12.682,88 points (pts)."
Devises vs Dirham: les cours de change de ce vendredi 20 mai,2022-05-20,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du vendredi 20 mai 2022 :
AGR: la parité USD/MAD dépasse la barre des 10 dirhams,2022-05-20,"La parité USD/MAD s’est renforcée cette semaine à 10,13, indique Attijari Global Research (AGR)."
"Industrie. Le Maroc, un des pays les plus compétitifs au monde (Mezzour)",2022-05-19,"Le Maroc se positionne, sur le plan industriel, comme un des pays les plus compétitifs au monde, a indiqué, ce jeudi à Casablanca, le ministre de l’Industrie et du commerce, Ryad Mezzour."
La place boursière casablancaise clôture à l’équilibre,2022-05-19,"La Bourse de Casablanca a clôturé à l’équilibre, ce jeudi, l’indice de toutes les valeurs, le Masi, ayant stagné à 12.680,13 points (pts)."
La Bourse de Casablanca en hausse ce jeudi,2022-05-19,"La Bourse de Casablanca démarrait la séance en hausse jeudi, le MASI gagnant 0,33% à 12.721,86 points (pts)."
Devises vs Dirham: les cours de change de ce jeudi 19 mai,2022-05-19,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du jeudi 19 mai 2022 :
Immobilier: les prix en repli au premier trimestre 2022,2022-05-18,"L’indice des prix des actifs immobiliers (IPAI) s’est déprécié au premier trimestre 2022 de 4,9%, en glissement annuel, indiquent Bank Al-Maghrib (BAM) et l’Agence nationale de la conservation foncière du cadastre et de la cartographie (ANCFCC)."
BMCI lance son offre « Epargne vie multisupports » avec Axa Assurances Maroc et Allianz,2022-05-18,"Afin de toujours proposer les offres les plus adaptées à ses clients, la BMCI lance son offre innovante « Epargne vie Multisupports » en partenariat avec les assureurs AXA Assurance Maroc et Allianz."
Eurafric Information primée à Berlin,2022-05-18,"Eurafric Information, la filiale IT de BANK OF AFRICA, RMA et le Groupe français  Crédit Mutuel Alliance Fédérale a obtenu le 11 Mai à Berlin le prix EIC – European Identity  and Cloud – édition 2022 dans la catégorie Identity Fabrics & IDaaS. "
Webhelp Maroc partenaire de Medina Bike Marrakech,2022-05-18,"En accord avec la volonté du roi Mohammed VI de lancer des actions concrètes autour du développement durable et la réduction de l’empreinte carbone, Webhelp Maroc, leader de la relation client, sponsorise Medina Bike Marrakech, le 1er système de vélo en libre-service d’Afrique. "
Jeudi propre: Casablanca initie au tri bi-flux des déchets ménagers,2022-05-18,"Une campagne de sensibilisation et de concertation sociale pour l’initiation au tri bi-flux des déchets ménagers a été lancée, jeudi 12 mai à Casablanca, dans le cadre du programme « Jeudi propre », initié par la société de développement local « Casablanca Baia », afin de renforcer le rôle des citoyens dans le maintien de la propreté de leur ville."
La Bourse de Casablanca clôture en baisse ce mercredi,2022-05-18,"La Bourse de Casablanca a clôturé en baisse ce mercredi, son indice de référence, le MASI, perdant 0,29% à 12.679,96 points (pts)."
Maroc-Bulgarie: les opportunités d’investissement au centre d’un webinaire d’affaires,2022-05-18,"« Nouvelles opportunités pour la coopération maroco-bulgare » est le thème d’un webinaire d’affaires organisé, lundi, à l’initiative de la Chambre de commerce et d’industrie de la République de Bulgarie."
Législatives en France: Mehdi Reddad candidat pour le Maghreb et l’Afrique de l’Ouest,2022-05-18,"Inspirée de ses rencontres avec les Français en Afrique, cette affiche se distingue par son dynamisme avec un fond montrant des gens en mouvement, et par ses couleurs chaudes propres au continent."
Business Dialogue: Lydec partage son expérience en matière de sécurité hydrique,2022-05-18,"Sous le Haut Patronage du roi Mohammed VI, la Coalition Marocaine pour l’Eau (COALMA) et la CGEM organisent ce 13 mai à Marrakech, la 2ème édition du Business Dialogue sous le thème: « La gestion des risques liés aux ressources en eau, au service du développement local et des partenariats public-privé »."
Sophia Alj dans le classement mondial de « Rest of World »,2022-05-18,"Sophia Alj joue dans la cour des grands. La co-fondatrice de Chari est classée auprès de grands leaders de la technologie et de l’innovation dans le monde, comme les fondateurs de Binance, Bolt ou encore Shein."
La 7ème édition du Digital Brunch du 17 au 19 mai,2022-05-18,Un concept novateur au Maroc
OCP publie ses résultats au premier trimestre 2022,2022-05-18,– Des résultats records soutenus par des prix de vente élevés et une structure de coûts optimisée — 
Régionales de l’Investissement: un focus sectoriel pour la 2ème édition,2022-05-18,"Les régionales de l’Investissement rempile pour une seconde édition. En effet, le Roadshow organisé par le Groupe BCP repartira à la rencontre des entreprises présentes dans les 12 régions du royaume."
La Bourse de Casablanca en hausse ce mercredi,2022-05-18,"La Bourse de Casablanca débutait en hausse mercredi, son principal indice, le MASI, progressant de 0,22%, à 12.744,92 points (pts)."
Devises vs Dirham: les cours de change de ce mercredi 18 mai,2022-05-18,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mercredi 18 mai 2022 :
La Banque Populaire lance la 2e édition des Régionales de l’Investissement,2022-05-17,"Après une première édition qui a tenu toutes ses promesses, la Banque Populaire relance, à partir du mardi 31 mai à Rabat, sa tournée nationale « Les Régionales de l’Investissement ». Ce roadshow, qui s’inscrit dans le cadre de l’accompagnement de la stratégie nationale de relance de l’investissement, s’apprête à sillonner l’ensemble des régions du Maroc  pour aller à la rencontre des investisseurs dans 11 villes du Royaume: Rabat, Agadir, Oujda, Nador, Tanger, Beni Mellal, Marrakech, Laayoune, Dakhla, Fès et Casablanca. "
"Territoires du Maroc, les nouvelles frontières de l’investissement: Drâa-Tafilalet ouvre le bal",2022-05-17,"Le Centre Régional d’Investissement Drâa-Tafilalet a inauguré une série d’événements organisée par le Think Tank Al Mountada sous le thème « Territoires du Maroc, les nouvelles frontières de l’investissement». "
La Bourse de Casablanca clôture la séance de ce mardi en hausse,2022-05-17,"La Bourse de Casablanca a clôturé la séance de ce mardi en hausse, le MASI prenant 0,27% à 12.716,65 points (pts)."
Caisse de compensation: Lekjaa donne les derniers chiffres,2022-05-17,"Les charges de la Caisse de compensation ont atteint 11,8 milliards de dirhams (MMDH) à fin avril 2022, contre 6,3 MMDH durant la même période de l’année écoulée, soit une hausse de 87%, a indiqué, lundi, le ministre délégué chargé du Budget, Faouzi Lekjaa."
Tourisme international: le Maroc mène une opération séduction,2022-05-17,La stratégie touristique engagée par l’Office National Marocain du Tourisme (ONMT) ouvre résolument la voie à la redynamisation de l’offre Maroc.
La Bourse de Casablanca démarre proche de l’équilibre ce mardi,2022-05-17,"La Bourse de Casablanca démarrait proche de l’équilibre, mardi, son principal indice, le Masi, affichant une légère hausse de 0,08%, à 12.692,47 points (pts)."
Devises vs Dirham: les cours de change de ce mardi 17 avril,2022-05-17,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du mardi 17 mai 2022 :
Programme « Forsa »: voici le nombre de dossiers de projets déposés,2022-05-17,"Plus de 150.000 dossiers de projets ont été déposés sur la plateforme digitale dédiée au programme « Forsa », a indiqué, lundi, la ministre du Tourisme, de l’Artisanat, et de l’Économie Sociale et Solidaire, Fatim-Zahra Ammor."
Maroc: belle hausse des recettes touristiques,2022-05-17,"Les recettes touristiques se sont élevées à 9,7 milliards de dirhams (MMDH) à fin mars 2022, en hausse de 80% par rapport à la même période de l’année écoulée, a indiqué, lundi, la ministre du Tourisme, de l’Artisanat et de l’Économie sociale et solidaire, Fatim-Zahra Ammor."
Maroc: le déficit budgétaire à fin avril 2022,2022-05-16,"La situation des charges et ressources du Trésor à fin avril 2022 fait ressortir un déficit budgétaire de 11,5 milliards de dirhams (MMDH), contre 21,7 MMDH un an auparavant, indique le ministère de l’Économie et des Finances."
La Bourse de Casablanca clôture la séance de ce lundi à l’équilibre,2022-05-16,"La Bourse de Casablanca a clôturé à l’équilibre, ce lundi, son indice principal, le Masi, ayant stagné à 12.682,77 points (pts)."
La nouvelle Citroën C4 élue « Car of the year Morocco 2022 »,2022-05-16,"Lancée en 2021 au Maroc par SOPRIAM, la nouvelle Citroën C4, a été élue jeudi 12 lai, voiture de l’année lors de la 3ème édition du « COTY MOROCCO 2022 » organisée par l’Association des Importateurs de Véhicules au Maroc (AIVAM)."
